iter	RMSE
505	0.001797117218
506	0.001794383935
507	0.001790932277
508	0.00178839033
509	0.001783987426
510	0.001780148006
511	0.001778185508
512	0.00177491929
513	0.001772739843
514	0.001771358883
515	0.001768364472
516	0.001765286345
517	0.001759698659
518	0.001754080202
519	0.001751384926
520	0.001749078877
521	0.001746993277
522	0.00174425392
523	0.001740650687
524	0.001735131522
525	0.001731916275
526	0.001727505478
527	0.001724257354
528	0.001721526361
529	0.001720716809
530	0.001718440762
531	0.00171408248
532	0.001709312237
533	0.001705584116
534	0.001700026589
535	0.001698947604
536	0.001697365012
537	0.00169576041
538	0.001690694189
539	0.001686421673
540	0.0016843074
541	0.001680746027
542	0.001678363833
543	0.001671608497
544	0.001665233189
545	0.001661182866
546	0.00165864727
547	0.001655676082
548	0.001654230691
549	0.001652605642
550	0.001650730746
551	0.001649442944
552	0.00164783477
553	0.00164303062
554	0.001637996796
555	0.001632715509
556	0.001630122697
557	0.001627325706
558	0.00162282249
559	0.001620879772
560	0.00161671886
561	0.00161445128
562	0.001612934445
563	0.001611414322
564	0.001609534318
565	0.00160530215
566	0.001604431111
567	0.001601686295
568	0.00159999025
569	0.001596954198
570	0.001595710543
571	0.001593713269
572	0.001590540728
573	0.001585413797
574	0.001583835669
575	0.001579682903
576	0.001577509379
577	0.001575585767
578	0.001571672186
579	0.0015684863
580	0.00156621759
581	0.001561380898
582	0.001557462854
583	0.001555683571
584	0.001553360563
585	0.00155132088
586	0.001549019933
587	0.00154521465
588	0.001544178479
589	0.001539018052
590	0.001536963288
591	0.001531919263
592	0.001527691603
593	0.001526069335
594	0.001525476003
595	0.001524560088
596	0.001523257359
597	0.001517392938
598	0.00151590329
599	0.001512100397
600	0.001510006057
601	0.001507809557
602	0.001506215391
603	0.001502338431
604	0.001498598489
605	0.001491459177
606	0.001486978322
607	0.001483790817
608	0.001480000866
609	0.001478354952
610	0.001476322263
611	0.001470537783
612	0.001467430678
613	0.001462917493
614	0.00145879937
615	0.001456187923
616	0.001455199721
617	0.001453704341
618	0.001451237548
619	0.001450734053
620	0.001448128572
621	0.001444299254
622	0.001443581452
623	0.001441974673
624	0.001441073633
625	0.001438967662
626	0.001437747552
627	0.001433415856
628	0.001431592385
629	0.001429349994
630	0.001424185266
631	0.001421822674
632	0.001420278866
633	0.001418822721
634	0.001414756217
635	0.001412693943
636	0.00141144921
637	0.001410676904
638	0.001406375661
639	0.001404061785
640	0.001401617376
641	0.001400879235
642	0.001398348823
643	0.001396875484
644	0.001394996515
645	0.001392663051
646	0.001390673404
647	0.001389247612
648	0.001385369947
649	0.001383090725
650	0.00138119178
651	0.001377146096
652	0.001375233263
653	0.001373251325
654	0.001370725254
655	0.001369233012
656	0.001365401654
657	0.001364545633
658	0.001360104867
659	0.00135584427
660	0.001354822352
661	0.001353086942
662	0.001349107871
663	0.001348029866
664	0.001344973602
665	0.00134373309
666	0.00134103032
667	0.001339686348
668	0.00133746927
669	0.001336234277
670	0.001331560485
671	0.001329672114
672	0.001327729302
673	0.00132624214
674	0.001321391719
675	0.001319221809
676	0.001318514604
677	0.001318102674
678	0.001315869083
679	0.001311340873
680	0.001309181937
681	0.001308037369
682	0.001306216971
683	0.001305407061
684	0.001304342108
685	0.001301006535
686	0.001299699358
687	0.001298464309
688	0.001295291541
689	0.001293364697
690	0.001292471115
691	0.001291544382
692	0.001290874321
693	0.001287882018
694	0.001284161092
695	0.001281165441
696	0.001280212291
697	0.001278667749
698	0.001277855382
699	0.001273491712
700	0.001272548895
701	0.001269732109
702	0.001267606887
703	0.00126385228
704	0.001261968682
705	0.001260225668
706	0.001257128811
707	0.001253165356
708	0.001250918718
709	0.001249536414
710	0.001245416342
711	0.001242193988
712	0.001241128303
713	0.001239186242
714	0.001237524925
715	0.001235282231
716	0.001233131363
717	0.001231643073
718	0.00122915943
719	0.001228308341
720	0.001225947987
721	0.001223200562
722	0.001221146176
723	0.001220372234
724	0.001219111163
725	0.001217717837
726	0.001216524259
727	0.001214806119
728	0.001214105038
729	0.001211870923
730	0.001208423027
731	0.001205758383
732	0.001204092142
733	0.001201613524
734	0.001198268063
735	0.001196667182
736	0.001193760543
737	0.001192402759
738	0.00118974963
739	0.00118760561
740	0.001184466458
741	0.001181168064
742	0.001180054333
743	0.001175966374
744	0.001174462688
745	0.001171149815
746	0.001169607451
747	0.00116778523
748	0.001167060764
749	0.001165466134
750	0.001161868257
751	0.00116089496
752	0.00115935005
753	0.001157518769
754	0.001155418384
755	0.00115405686
756	0.00115338646
757	0.001152000429
758	0.001149340962
759	0.001147935586
760	0.00114634048
761	0.001145882002
762	0.001144197761
763	0.001143128502
764	0.001139761821
765	0.001138387011
766	0.001135661959
767	0.001134800861
768	0.001133611636
769	0.001132009815
770	0.001128379804
771	0.001124784064
772	0.001123084548
773	0.001120747135
774	0.001120074968
775	0.0011184686
776	0.001117379421
777	0.001116113101
778	0.001113688206
779	0.001112011647
780	0.001110373406
781	0.001108112856
782	0.001106438029
783	0.001103177798
784	0.001102766153
785	0.00110182105
786	0.001101346629
787	0.001099507741
788	0.001098324436
789	0.001096440847
790	0.001093903821
791	0.001093086906
792	0.001089570045
793	0.001087572437
794	0.001085665842
795	0.001084117519
796	0.001082025791
797	0.001080688694
798	0.001078788993
799	0.001076741918
800	0.001073466963
801	0.001071402213
802	0.00106987365
803	0.001068002063
804	0.001065931162
805	0.001063805631
806	0.001061870073
807	0.001061259421
808	0.001060425433
809	0.001058252507
810	0.001057299837
811	0.00105636475
812	0.00105550737
813	0.001052432682
814	0.001052064608
815	0.001050837851
816	0.001048441626
817	0.001047066854
818	0.001043775212
819	0.001042548802
820	0.001042123576
821	0.001038877763
822	0.001036208264
823	0.001033269638
824	0.001032424004
825	0.001030351207
826	0.001028412614
827	0.001026623115
828	0.001025699982
829	0.001024714507
830	0.001023628752
831	0.001021745724
832	0.001019226349
833	0.001018098612
834	0.001015211247
835	0.001013940175
836	0.001012868727
837	0.001011991628
838	0.001009915184
839	0.001008304577
840	0.001007646112
841	0.001006695834
842	0.001006050066
843	0.001003392457
844	0.00100196803
845	0.0009987718019
846	0.0009970171448
847	0.0009942752679
848	0.0009923992321
849	0.0009888778281
850	0.0009869656298
851	0.000985121738
852	0.0009833064618
853	0.000981283273
854	0.0009804894228
855	0.0009796673267
856	0.0009763836267
857	0.0009749666276
858	0.0009739547888
859	0.0009731215252
860	0.0009708628134
861	0.000969187035
862	0.00096668344
863	0.000965120778
864	0.0009633086221
865	0.0009613533874
866	0.0009608026782
867	0.0009591842474
868	0.0009570184827
869	0.0009559390896
870	0.0009549851688
871	0.0009530503149
872	0.0009506174182
873	0.000948690186
874	0.0009479312237
875	0.0009474977775
876	0.000947047962
877	0.0009447524599
878	0.000941912949
879	0.0009411980575
880	0.000939408814
881	0.0009384611682
882	0.0009362338855
883	0.0009336023598
884	0.0009331063838
885	0.0009303332391
886	0.0009292647797
887	0.0009283013461
888	0.0009255071556
889	0.000924538598
890	0.000923733242
891	0.0009214599607
892	0.0009207930791
893	0.0009184462981
894	0.0009178996296
895	0.0009165795122
896	0.000915306369
897	0.0009141314598
898	0.0009136086046
899	0.0009124549225
900	0.0009110370092
901	0.0009091247788
902	0.0009079490059
903	0.0009063608326
904	0.0009046840531
905	0.0009031822935
906	0.0009025725184
907	0.0009003005666
908	0.0008994683758
909	0.0008963709071
910	0.0008956058317
911	0.0008946351234
912	0.0008925405619
913	0.0008919928135
914	0.0008897421421
915	0.0008889250839
916	0.0008862412635
917	0.0008852929721
918	0.0008837015915
919	0.0008828691561
920	0.000882266598
921	0.0008815083431
922	0.0008792113571
923	0.0008762345354
924	0.000875249365
925	0.000873641479
926	0.0008721370724
927	0.0008706930097
928	0.0008697158331
929	0.0008687154806
930	0.0008672845057
931	0.0008667417466
932	0.0008658253363
933	0.0008635941014
934	0.0008622484451
935	0.0008610939131
936	0.0008595253794
937	0.0008586590719
938	0.0008579601321
939	0.0008554917192
940	0.0008539477906
941	0.0008525620464
942	0.0008500390962
943	0.0008494281459
944	0.0008486165948
945	0.0008469863927
946	0.0008444213984
947	0.0008435095771
948	0.0008424984062
949	0.0008406751217
950	0.0008399211386
951	0.0008393918012
952	0.0008379423769
953	0.0008362689918
954	0.0008354178313
955	0.0008334856259
956	0.0008318931107
957	0.0008295818082
958	0.0008277469936
959	0.0008263643248
960	0.0008248162368
961	0.0008235544892
962	0.0008213765867
963	0.0008198703806
964	0.0008192687568
965	0.0008182474563
966	0.0008175709424
967	0.0008165922673
968	0.0008160841566
969	0.0008146423171
970	0.000813392547
971	0.000812977375
972	0.0008118298198
973	0.0008097681142
974	0.0008070689507
975	0.000804628983
976	0.0008028788371
977	0.0008009887156
978	0.0008000730872
979	0.0007978487221
980	0.0007967002236
981	0.0007955746202
982	0.0007931838551
983	0.0007909253244
984	0.0007889230382
985	0.0007885602327
986	0.0007870624618
987	0.0007866409364
988	0.0007859416426
989	0.0007856695039
990	0.0007844579362
991	0.0007835862647
992	0.000781651495
993	0.0007809624098
994	0.0007804262823
995	0.0007791213404
996	0.0007782380674
997	0.0007777757108
998	0.0007762406778
999	0.0007748377719
